comment_content,show_name,post_comment [Total Events]
مقالة رائعة,undefined,3
مقالة رائعة,نشرة إلخ,1
مقالة رائعة,نشرة فلان,1
مقالة رائعة من المشغل,نشرة إلخ,1
مقدمات فنجان لها شاعرية ودفئ خاص,فنجان مع عبدالرحمن أبومالح,1
"مقدمة أبو مالح للحلقة تكفي لجذبك عزيزي المستمع للحلقة وفهم الهدف منها و أهميتها لثقافتك ومعرفتك ⭐️

حلقة غنيّه جداً و ميزها الضيف بعلمه واه",فنجان مع عبدالرحمن أبومالح,1
"مقدمة الحلقة ضحكتني قوي بس هنعمل ايه يعني ما لازم الأب يعد مع ولاده 😂😂😂 

أنا عمرت ما سمعت عن اللوحة دي يعني الفن الإسلامي اللي درسته في ال",رابط تشعبي,1
"مقدمة الحلقة ممتازة جدا
سرد القصة وكتابتها اكثر من رائعة
موسيقى الموسم اسطووورية",أصوات,1
مقدمة اليوتيوبرز قلبت روبورت,مقهى الانمي Anime Cafe,1
مقطع سخيف 💔,فنجان مع عبدالرحمن أبومالح,1
مقطع فاشل بامتياز,سكون | Sukoun,1
"مكتب التحقيقات الفيدرالي ″FBI” رغم أنه جهاز في دولة ديمقراطية ، الا أنه قوي لدرجة أن الرئيس طبيعي يقلق منه و يقدر يحقق في أمر الرئيس

إدغار هو",The Still Spying Podcast,1
مكتوبة بطريقة ممتازة❤️,الفجر,1
مكّار أبو عبدالرحمن، يضحك معك ببداية السؤال ويعطيك الأمان وكأنه سؤال عابر، ثم يصدمك بنبرة صوت جدّية وأرقام وتفاصيل تعلّمك إنه محضّر لهالسؤ,سقراط مع عمر الجريسي,1
ملاحظة,The Best of Car Talk,1
ملاحظة الكتابة جميلة جدًا، الخط الي نكتبه في التعليقات ومنصة ثمانية عظيم للغاية.,الفجر,1
"ملاحظة عالاداء:
يعيب السرد كثرة الايضاح وكثرة التمهيد
اما مطحس ما الومه عالمقاطعة وغيرها هو اعرف باخوه وش وده يقول ووش اللي ماله نفس يعده وي",ذا قال,1
"ملاحظة عامة:
الشكل الجديد من البودكاست غير موفق لأنه فقد قيمته الأساسية وهو الاخبار اليومية العاجلة وتحديثاتها، ومدة الحلقة أطول من اللازم",الفجر,1
ملاحظة على التطبيق، الموضوع تطلب مني جهد نص ساعة الين قدرت اوصل لهذا البودكاست، بحثت عنه بكل الطرق وما حصلته الا بعد ما كتب الاسم الثلاثي لل,Droos Podcast - بودكاست دروس,1
ملاحظة: أسلوب المقدم كأنه أكثر حدة وهجومية شوووي على عكس الحلقات السابقة,سقراط مع عمر الجريسي,1
"ملهم ملهم💕
الله يوفقه بحياته يارب 
انسان مخلص لعمله ومجتهد. 
كلنا فخر فيه.",امشِ مع,1
"ملهم.

اتمنى لما اكون بعمره يكون عندي نفس الرضا والسعادة والشعف والتفائل لما اراجع مسار حياتي",امشِ مع,1
ملهم، شكرًا والله على الناس العجيبة الي تعرفوني عليهم🙏🏼,امشِ مع,1
"مما استقطبت من الحلقة:
-""الله يعطي الدنيا لمن يحب و لمن لايحب, ويعطي الدين لمن يحب"" 

-كن ذا عفةً عم حرم الله و كن ذا حرفةً فيما احل الله.

 -كان عم",قبل الغروب,1
"مما اعجبني: 
1.إعادة التجارب: نبحث أحيانًا عن علاقات قديمة 
لنمنحها نهاية مختلفة عن التي عشناها.
   
2. **الألفة في العلاقات:** ما نبحث عنه في العلا",Great Company with Jamie Laing,4
"مما اعجبني: 
1.إعادة التجارب: نبحث أحيانًا عن علاقات قديمة 
لنمنحها نهاية مختلفة عن التي عشناها.
   
2. **الألفة في العلاقات:** ما نبحث عنه في الع",Great Company with Jamie Laing,1
مما لا شك فيه أن التحضير الجيد للحلقات هو أساس نجاح أي بودكاست، وهذا واضح جدًا في هذا البودكاست تحديدًا. فالتنظيم بين الحلقات، وضبط توقيت ال,بودكاست سيارات,6
ممتاز,بدون ورق,1
ممتاز,برق مع عبدالله السبع,1
ممتاز,سقراط مع عمر الجريسي,1
ممتاز,سوالف بزنس مع مشهور الدبيان,1
ممتاز,فاهم,1
ممتاز,فنجان مع عبدالرحمن أبومالح,5
ممتاز,مُنصِت,1
"ممتاز بس فيه اشياء كثيرة غير  دقيقه 

يبالغ ما زالت مجتمعاتنا لديها قيم ، 
والدليل ان اقدم حضارة مازالت موجودة هي حضاراتنا وقيمنا اللي ما زالت",بدون ورق,1
ممتاز جدا,Kalam Kotob - كلام كتب,1
ممتاز جدا والتطبيق حلو صراحه اول مره اجربه,فنجان مع عبدالرحمن أبومالح,1
ممتاز راديو فجر كل ما اقعد مع ابوي اشغل له مقطع ياخذ به لفة حول العالم,الفجر,1
ممتاز ❤️,بودكاست أبجورة,1
ممتازة  الطرح  الله يسلمك,الفجر,1
"ممتازة الحلقة دخلة دروسا اسطورية كلهم انصدموا معتوه الادمي ذا .
تي جي ميلر ماسك خط معهم رهيب مع انه هوليودي شوي إلا فأجابني . 
كيم ليتها رقدت ا",Legion of Skanks Podcast,1
ممتازة الحلقة وحطيت يدك على الجرح ويارب 2026 نبدا نسافر رحلاتنا الطويله ع خطوط بلدنا بااسعار ممتازه وخطوط اكثر برفاهية,سقراط مع عمر الجريسي,1
ممتازين,مرتدة,1
ممتازين استمرو,مرتدة,1
ممتاز🩷,أصوات,1
ممتع الجانب الفلسفي في الحلقة والنقاش عن الذكاء الاصطناعي من زاوية ما تعودنا عليها,فنجان مع عبدالرحمن أبومالح,1
ممتع جدا جدا,بترولي,1
ممتع جدا سوالف فارس عن معالجة الفديو والمتصفحات,داركثيم,1
ممتع جداً,فنجان مع عبدالرحمن أبومالح,2
ممتع جدًا، ما عرفت أتمرن وأنا أسمع 🤣,رابط تشعبي,1
ممتع سرد تسلسل البحث  👏🏼,رابط تشعبي,1
ممتع مرة,nil,1
"ممتع وبيعطي نفس شعور انه في شخص بيمشي ويسولف معك، تجربتي مشابهة نوعا مع فرق اني لغاية الان مغترب. 
الحمدلله قرار تغيير مكان الغربة من بريطاني",امش مع,1
ممتع ومضحك فعلا، من أحسن البرامج الإذاعية 👏,Wait Wait... Don't Tell Me!,1
ممتع ومفيد وشمولي ..,فنجان مع عبدالرحمن أبومالح,1
ممتع!,Dubu Podcast,1
ممتعة ، عفوية الشريان جميلة ، السلسلة الزمنية للحوار غير واضحة وفيها اطاله في موضوع الصحوة ، لكن مجمل القاء جيد 👍🏼.,Bidon Waraq | بدون ورق,1
ممتعة جداً,فنجان مع عبدالرحمن أبومالح,1
ممتعة جداً .,جَوَلان | Jawalan,1
ممتعة جدًا,فنجان مع عبدالرحمن أبومالح,1
ممتعة مرة الحلقة 💯💯,Radiolab,1
ممتعة ورائعة,فنجان مع عبدالرحمن أبومالح,1
ممتعة ورائعة. رغم بعض التحيّز بالحلقة، إلا أن شخصية بوتين مثيرة للاهتمام.,فنجان مع عبدالرحمن أبومالح,1
ممتعة وعفوية وكشفت عن شخصية غازي كأب ومربي. سهيل كان صريح في اللقاء.,امشِ مع,1
ممتعه لطيفه خفيفه 🤝🏻,امش مع,1
ممتعه، عطانا تصور واضح عن سياسه امريكا,بدون ورق,1
ممتع🙏,سقراط مع عمر الجريسي,1
ممتنة لكم على جمال الحلقة والضيف🍬,امشِ مع,1
"ممتنه جداا ،لان سمعت بودكاست ودي حاجه جميله جداا  في يومي هذا من فضل ربي """"، حرفيا احنا في زحام من نعم",Rawan’s Diaries مذكرات روان,1
ممثل بارع وشخصيه مثاليه فيصل العيسى سواء اعجبت بالمسلسل ام لا,فنجان مع عبدالرحمن أبومالح,1
"ممدوح نصر الله تحسه اخوك القريب منك ال بيوجهك تعمل اي ومتعملش اي ال يحسسك انه خايف عليك لمصلحتك مش لحاجة مش مجرد شخصية على النت بتتابعها
قدر",Droos Podcast - بودكاست دروس,1
ممكن تساعدونا بدقم جوال  السيد ابراهيم الصغير  !! محتاج اتواصل معه بشكل مباشر,سوالف بزنس مع مشهور الدبيان,1
ممكن تعتبر هذه الحلقة كورس مصغر في ريادة الأعمال وبناء المشاريع الصغيرة. ريد هوفمان نموذج على رائد الأعمال الحكيم. وهنا خلاصة لبناء لينكدإن,The Diary Of A CEO with Steven Bartlett,1
ممكن تعيدو معه لقاء آخر فكلامه يدخل القلب ورب الكعبة,فنجان مع عبدالرحمن أبومالح,1
ممكن حساب الانستقرام لمحمد شرف,امشِ مع,1
ممكن عنوان الحلقة مش جذاب أنك تسمعها أو تشوف انها مش من اهتمامك يعني تقول بعرف معني اسمي بالأول 🤷‍♀️ لكن ما ان تبدأ في سماعها يجبرك ثمود ان,رابط تشعبي,1
"ممكن فكرة الضيف ماقدر يوصلها لنا بشكل صحيح ، لكن عجزت اكمل الحلقه لعدم تقبلي لشرح المرض النفسي وتشخيصه وعلاجه ، 

فيه اشخاص بحاجة مساعده ويمك",فنجان مع عبدالرحمن أبومالح,1
ممكن نعرف أسم الأغنيه فالبداية؟,الفجر,1
ممكن نفس الموضوع عن مدارس البنات💔💔شيء يقهر,أصوات,1
"ممكن هذا السؤال ظاهريًا جوابه سهل، لكن أبدًا السؤال أعمق من ذلك، في هذه الحلقة تحدث الدكتور الرائع والراقي جدًا ""مصطفى البرغوثي""  عن أمور كثي",Bidon Waraq | بدون ورق,1
